Time Structure Coil B-Sheet B-Bridge Bend Turn A-Helix 5-Helix 3-Helix
   1.875   282    91    44     6    44    40   192     5    18
    1.88   276    97    38     6    47    49   183     5    15
   1.885   272   103    31     8    48    47   186     5    12
    1.89   278    98    36     8    44    44   190     5    15
   1.895   280    94    40     8    47    51   181    10     9
     1.9   275    99    36     8    44    43   188     5    17
   1.905   288    95    37     8    43    56   187     5     9
    1.91   276    98    38     8    46    49   181     5    15
   1.915   283    98    41     6    41    53   183     5    13
    1.92   277    94    42     7    46    47   181    10    13
   1.925   284    97    41     6    45    47   190     5     9
    1.93   279    95    41     6    42    40   192     5    19
   1.935   279    97    43     6    40    48   182     5    19
    1.94   278    98    42     6    42    46   184     5    17
   1.945   287    99    38    10    39    53   186     5    10
    1.95   282    93    42     6    44    46   188     5    16
   1.955   276    99    36     7    46    43   190     5    14
    1.96   280    99    41     6    40    46   187     5    16
   1.965   275    97    37     8    45    48   182     5    18
    1.97   279    94    40     8    42    41   190     5    20
   1.975   285    95    42     6    42    51   186     5    13
    1.98   283   100    39     5    38    49   190     5    14
   1.985   274    98    32    11    47    48   183     5    16
    1.99   287    94    43     6    40    46   192     5    14
   1.995   285   100    42     6    38    48   189     5    12
       2   285   100    35     8    40    59   183     0    15
   2.005   277    98    36     8    50    49   184     0    15
    2.01   279   103    37     6    37    49   187     5    16
   2.015   293    96    43     6    42    52   192     0     9
    2.02   280    96    42     6    45    43   189     5    14
   2.025   274   100    38     8    44    39   189    10    12
    2.03   289    92    42     6    45    46   195     5     9
   2.035   294    96    38     9    35    54   193     0    15
    2.04   287    96    40     8    39    46   193     0    18
   2.045   284    97    38     8    41    46   192     0    18
    2.05   280    97    39     8    45    40   193     0    18
   2.055   284    93    43     7    46    47   187     5    12
    2.06   274   100    36     8    47    34   196     0    19
   2.065   268   103    31     9    43    42   186     5    21
    2.07   280    96    38     8    46    45   189     5    13
   2.075   272   100    37     8    48    42   185     5    15
    2.08   278    97    38     8    45    46   186     5    15
   2.085   275   100    35     9    44    41   190     5    16
    2.09   276   101    38     8    43    39   191     5    15
   2.095   280   102    33     9    44    46   192     5     9
     2.1   286    96    41     7    41    49   189     5    12
   2.105   279    95    37    11    48    37   194     0    18
    2.11   276   103    41     6    44    41   188     5    12
   2.115   275    98    42     4    47    36   193     5    15
    2.12   282    99    38     8    45    43   193     5     9
   2.125   280   100    39     8    43    42   191     5    12
    2.13   282   101    38     8    39    39   197     5    13
   2.135   274    98    38     6    49    41   189     5    14
    2.14   274    98    38     8    42    43   185    10    16
   2.145   282    99    40     7    43    45   190     0    16
    2.15   277    98    43     4    44    41   189     5    16
   2.155   272    99    39     6    47    37   190     5    17
    2.16   283    97    43     6    44    40   194     0    16
   2.165   281    98    41     8    44    43   189     5    12
    2.17   281   100    41     7    38    45   188     5    16
   2.175   293    97    44     7    39    49   193     5     6
    2.18   275    99    39     8    45    43   185     5    16
   2.185   283   100    42     6    42    50   185     0    15
    2.19   280    95    40     8    44    46   186     5    16
   2.195   265   102    38     8    41    40   179    10    22
     2.2   278    98    38     8    47    38   194     5    12
   2.205   277    99    38     6    47    42   191     5    12
    2.21   269   101    39     6    43    41   183     5    22
   2.215   277    98    39     8    44    45   185     5    16
    2.22   270   101    34     8    47    47   181    10    12
   2.225   279    94    40     6    47    44   189     5    15
    2.23   290    96    45     4    42    49   192     0    12
   2.235   285    99    45     4    41    43   193     0    15
    2.24   286    96    43     4    37    53   186     5    16
   2.245   283    91    46     6    43    45   186     5    18
    2.25   283    95    41     7    37    45   190     5    20
   2.255   286    98    42     6    41    49   189     5    10
    2.26   274    98    40     6    42    47   181     5    21
   2.265   278   100    39     6    42    48   185     5    15
    2.27   274   101    35    10    44    40   189     5    16
   2.275   279   101    39     8    43    42   190     5    12
    2.28   283    99    36     9    37    45   193     5    16
   2.285   279   100    39     8    41    39   193     5    15
